Part Number,Part Name,Make/Buy,Planner,Buyer,CTLT,ABC Class,Ann Usage Pieces,Primary Supplier
GK15369X01P,"SEAL RING ~ NPS 12, 8580, PROTOTYP 12-1",Make,Planner 10,,89.49706622,D NEW,,
GK15370X01P,"SEAL RING ~ NPS 12, 8580, PROTOTYP 12-2",Make,Planner 10,,89.49706622,D NEW,,
GK17203X013,"CYLINDER, 585C ~ 100, 4 TVL MAX, 1 & 3/4 NPT, (2) TOP & 3/4 NPT (2) BTM CONN LESS PAINT",Make,Planner 12,,52.65046442,D NEW,,
GK17738X01P,"SEAL RING ~ NPS 12, 8580, PROTOTYP 2-1",Make,Planner 10,,65.44998222,D NEW,,
GK17741X01P,"SEAL RING ~ NPS 12, 8580, PROTOTYP 2-2",Make,Planner 10,,65.44652955,D NEW,,
GK17985X012,"PLUG/STEM,M-FORM ~ 1, 1/2 PORT, 3/4 TRAVEL, CL1500, 10B5500, 16.92 AB,HFSG&C, DIA B",Make,Planner 12,,59.09091203,D NEW,,
GK18277X01P,"SEAL RING ~ NPS 10, 8580, PROTOTYP 10-1",Make,Planner 10,,65.27189746,D NEW,,
GK18304X01P,"SEAL RING ~ NPS 10, 8580, PROTOTYP 10-2",Make,Planner 10,,65.27189746,D NEW,,
GK19443X01P,"SEAL RING ~ NPS 4, 8580, PROTOTYP 4-1",Make,Planner 10,,89.18141729,D NEW,,
GK19444X01P,"SEAL RING ~ NPS 4, 8580, PROTOTYP 4-2",Make,Planner 10,,89.18141729,D NEW,,
GK19867X012,"STOP, TRAVEL ~ 1061/130, 65 DEG ROTATION",Make,Planner 10,,35.31024346,D NEW,,
GK19909X01P,"SEAL RING ~ NPS 8, 8580, PROTOTYP 8-1",Make,Planner 10,,65.20457047,D NEW,,
GK19910X01P,"SEAL RING ~ NPS 8, 8580, PROTOTYP 8-2",Make,Planner 10,,65.20457047,D NEW,,
GK19928X012,"SEAT RING ~ 6,1500,3 5/8PT,1 TVL,4STG",Make,,,,,,
GP09015.4NP,DIAPHRAGM ~ ACT.P300/55-80,Make,,,,,,
GP11167.2NP,ACT.DIAPH.GA1.21 ~ TYPE 3024,Make,,,,,,
GP11169.2NP,DIAPHRAGM ~ ACT.GA1.41/32- 55,Make,,,,,,
GT10058584,"DIAPHRAGM ~ (5426F(E66)/HT-92(F14), VITON/NOMEX 1495V-1  (115658/ARM-181791)",Buy,,,,,,
GT1005858P,"DIAPHRAGM ~ (5426F(E66)/HT-92(F14), VITON/NOMEX 1495V-1  (115658/ARM-181791)",Make,,,,,,
H1022335072,"RING,LANTERN  ~  1 SHAFT SPCL",Make,Planner 4,,45.36258024,D E&O,,
H1189318222,BUSHING ~ 1X1 1/4X1,Buy,Planner 10,"GOMEZ CANO, ARTURO",48,D E&O,0,WILLIAMS MANUFACTURING INC
H1549140082,BUSHING ~ 1 3/4 SHAFT,Make,Planner 4,,41.10315305,D E&O,,
HENE0007,GUARD ~ P/N 11103 OR P/N 11005,Buy,,,,,,
HENE0020,GUARD ASSEMBLY ~ P/N 15117,Buy,,,,,,
HENE0021,TUNE UP KIT ~ P/N 96074,Buy,,,,,,
HENE0026,DRIVE WHEEL ~ P/N 01111,Buy,,,,,,
HENE0034,CONTACT WHEEL ASSY ~ P/N 11078,Buy,,,,,,
HENE0035,CAM LOCK ~ P/N 40029,Buy,,,,,,
HENE0036,REGULATOR PLUG ~ P/N 01026,Buy,,,,,,
HENE0037,SPEED REGULATOR ~ P/N 01023,Buy,,,,,,
HENE0038,SPACER ~ P/N 01479,Buy,,,,,,
HENE0039,BEARING PRESS TOOL ~ P/N 96216,Buy,,,,,,
HENE0040,REPAIR COLLAR ~ P/N 52296,Buy,,,,,,
HENE0041,BEARING REMOVAL TOOL ~ P/N 96210,Buy,,,,,,
HENE0042,HOUSING ~ P/N 15100,Buy,,,,,,
HENE0043,SILENCER ~ P/N 15111,Buy,,,,,,
HENE0044,SILENCER ~ P/N 01580,Buy,,,,,,
HENE0045,CAPTIVE SCREW ~ P/N 15119,Buy,,,,,,
HENE0046,GUARD ASSEMBLY ~ P/N 15103,Buy,,,,,,
HENE0047,GASKET ~ P/N 15102,Buy,,,,,,
HENE0048,DYNAPAD ~ P/N 11026,Buy,,,,,,
HENE0049,VALVE STOM ~ P/N 01449,Buy,,,,,,
IM2606X0012,BOX 24 1/2 INCHX24 1/2 INCHX3/4 INCH ~,Buy,,,,,,
JAC0000-006,"MOLD PART, 3DEEM, ASME SA216 GRADE WCC FMS20B88, VALVE BODY CSTG ~ 2,CL150,9500",Make,Planner 9,"MARTINEZ ACEVEDO, ELIHU",34.88081828,,,
JAC0000-007,"MOLD PART, 3DEEM, ASME SA216 GRADE WCC FMS20B88, DIAPHRAGM CASING ~ SIZE 2,UPPER",Make,Planner 9,"MARTINEZ ACEVEDO, ELIHU",34.88081828,,,
JAC0000-013,"MOLD PART, 3DEEM, ASME SA217 WC9 FMS20B105, VALVE BODY, NOTCHFLO~6, CL2500, BWE, CAST GLOBE",Make,Planner 9,"MARTINEZ ACEVEDO, ELIHU",34.88081828,,,
JAC0000-018,"MOLD PART, 3DEEM, ASME SA351 CF8M FMS20B58, PLUG,BAL,CSTG ~ 9 15/16 PORT",Make,Planner 9,,34.88081828,,,
JAC0000-020,"MOLD PART, 3DEEM, ASTM A48 CLASS 30A CAST IRON, ADAPTOR ~ 1/2-6 IN",Make,Planner 9,,34.88081828,,,
JAC0000-021,"MOLD PART 3DEEM, ASTM A126 CLASS C CAST IRON, VALVE BODY ~ 2 IN SCRD",Make,Planner 9,,34.88081828,,,
JAC0000-022,"MOLD PART 3DEEM, ASME SA217 GRADE C5,SUPPLEMENTARY REQUIREMENT S51, BONNET CSTG ~ 8X6,CL900,5 YB,",Make,Planner 9,,34.88081828,,,
JAC0000-025,"MOLD PART, 3DEEM, ASME SA216 WCC FMS20B101, BODY,SGL FLG,CSTG ~ 12 CL300 8560/A41 X0M0X 02J145",Make,Planner 9,,34.88081828,,,
JAC0000-030,"MOLD PART, 3DEEM, ASME SA217 GRADE WC6,SUPPLEMENTARY REQUIREMENT S51, VALVE BODY CSTG ~ TEMPLOW 1 X 3 CL150-600",Make,Planner 9,,34.88081828,,,
JAC0000-034,"MOLD PART, 3DEEM, ASTM A126 CLASS C CAST IRON, VALVE BODY CSTG ~ 2 IN 125LB FLGD",Make,Planner 9,,34.88081828,,,
JAC0000-036,"MOLD PART, 3DEEM, ASTM A48 CLASS 30A CAST IRON, YOKE ~ 2 - 6 IN",Make,Planner 9,,34.88081828,,,
JAC0000-037,"MOLD PART, 3DEEM, ASTM A536 GRADE 65-45-12 DUCTILE IRON, YOKE CSTG ~ SIZE 60,2 TVL",Make,Planner 9,,34.88081828,,,
JAC0000-046,"MOLD PART, 3DEEM, ASTM A126 CLASS B CAST IRON, BRACKET, BEARING, CASTING ~ 1.750-2.00 DIA SHAFT",Make,Planner 9,,34.88081828,,,
JAC0000-062,"MOLD PART, 3DEEM, ASTM A48 CLASS 30A CAST IRON, BONNET CSTG ~ 2-4,CL300",Make,Planner 9,"MARTINEZ ACEVEDO, ELIHU",35.88081828,,,
JAC0000-065,"MOLD PART, 3DEEM - Bonnet Casting from Drawing P13531 - Mansfield",Make,Planner 9,"MARTINEZ ACEVEDO, ELIHU",34.88081828,,,
JAC0000-067,"MOLD PART, 3DEEM, ASTM A126 CLASS C CAST IRON, HEAD 249 CSTG ~ S1-S2 1 1/2-2 CL250",Make,Planner 9,,34.88081828,,,
JAC0000-072,"MOLD PART, 3DEEM, ASTM A48 CLASS 30A CAST IRON, BONNET CSTG ~ 8,CL300",Make,Planner 9,"MARTINEZ ACEVEDO, ELIHU",34.88081828,,,
JAC0000-094,"MOLD PART, 3DEEM, ASME SA352 GRADE LCC FMS20B88, BONNET CSTG ~ 8,5 YB",Make,Planner 9,"MARTINEZ ACEVEDO, ELIHU",34.88081828,,,
JAC0000-098,"MOLD PART, 3DEEM, ASTM A126 CLASS C CAST IRON, DIAPH CASING,LOWER",Make,Planner 9,"MARTINEZ ACEVEDO, ELIHU",34.88081828,,,
JAC0000-100,"MOLD PART, 3DEEM, ASTM A126 CLASS C CAST IRON, DIAPH CASING,UPPER",Make,Planner 9,"MARTINEZ ACEVEDO, ELIHU",34.88081828,,,
JAC0000-101,"MOLD PART, 3DEEM, ASTM A126 CLASS B CAST IRON, VALVE BODY ~ 1 1/2 IN 250 LB FLGD",Make,Planner 9,"MARTINEZ ACEVEDO, ELIHU",34.88081828,,,
JAC0000-105,"MOLD PART, 3DEEM, ASTM A126 CLASS B CAST IRON, VALVE BODY CSTG ~ 1 1/2,CL250,SCRD",Make,Planner 9,"MARTINEZ ACEVEDO, ELIHU",34.88081828,,,
JAC0000-111,"MOLD PART, 3DEEM, ASTM A48 CLASS 40B CAST IRON, SEAT,UPPER SPRING ~ SIZE 80 & 100",Make,Planner 9,"MARTINEZ ACEVEDO, ELIHU",34.88081828,,,
JAC0000-113,"MOLD PART, 3DEEM, ASME SA351 CG8M FMS20B114, VALVE BODY CSTG ~ NPS 1-1/2 CL150 V150",Make,Planner 9,"MARTINEZ ACEVEDO, ELIHU",34.88081828,,,
JAC0000-114,"MOLD PART, 3DEEM, ASTM A126 CLASS C CAST IRON, VALVE BODY ~ 2 1/2 IN 125 LB FLG",Make,Planner 9,"MARTINEZ ACEVEDO, ELIHU",34.88081828,,,
JAC0000-128,"MOLD PART, 3DEEM, ASTM A126 CLASS B CAST IRON, BRACKET,BEARING",Make,Planner 9,"MARTINEZ ACEVEDO, ELIHU",34.88081828,,,
JAC0000-129,"MOLD PART, 3DEEM, ASTM A126 CLASS C CAST IRON, DIAPH CASING,UPPER ~ NO.2",Make,Planner 9,,34.88081828,,,
JAC0000-130,"MOLD PART, 3DEEM, ASME SA216 GRADE WCC FMS20B88, BONNET CSTG ~ 1 1/2-2,2 13/16 YB",Make,Planner 9,,34.88081828,,,
JAC0000-131,"MOLD PART, 3DEEM, ASME SA352 GRADE LCC FMS20B88, YOKE CASTING,1010 ~ 5,5H YB,8 TRAVEL",Make,Planner 9,,34.88081828,,,
JAC0000-132,"MOLD PART, 3DEEM, ASME SA216 WCC FMS20B101, BONNET,EH,CSTG ~ 6,CL1500,5 YB",Make,Planner 9,,34.88081828,,,
JAC0000-133,"MOLD PART, 3DEEM, ASME SA216 WCC FMS20B88, VALVE BODY,EH,CSTG ~ 1,CL2500,BWE",Make,Planner 9,,34.88081828,,,
JAC0000-134,"MOLD PART, 3DEEM, ASME SA217 GRADE WC9,SUPPLEMENTARY REQUIREMENT S51, BODY,SF,CSTG ~ A11,NPS4,CL1500/600",Make,Planner 9,,34.88081828,,,
JAC0000-135,"MOLD PART, 3DEEM, ASME SA352 LCC FMS20B101, VALVE BODY, CASTING ~ 8,CL600,FLG,GLOBE,NOTCHFLO",Make,Planner 9,"MARTINEZ ACEVEDO, ELIHU",34.88081828,,,
JAC0000-136,"MOLD PART, 3DEEM, ASME SA216 GRADE WCC FMS20B88, DISC,VALVE ~ 18 IN",Make,Planner 9,"MARTINEZ ACEVEDO, ELIHU",34.88081828,,,
JAC0000-137,"MOLD PART, 3DEEM, ASTM A126 CLASS B CAST IRON, HANDWHEEL CSTG ~ 8 OD",Make,Planner 9,"MARTINEZ ACEVEDO, ELIHU",34.88081828,,,
JAC0000-140,"MOLD PART, 3DEEM, ASME SA217 GRADE C5,SUPPLEMENTARY REQUIREMENT S51, BONNET CSTG ~ 4,3 9/16 YB",Make,Planner 9,"MARTINEZ ACEVEDO, ELIHU",34.88081828,,,
JAC9100-197,"MOLD PART, 3DEEM, BONNET CSTG ~ 2,3 9/16 YB",Make,Planner 9,,34.88081828,,,
JAC9100-198,"MOLD PART, 3DEEM, BOTTOM FLANGE, CSTG ~ NPS 2, 900/1500, HSY, FLANGE",Make,Planner 9,,34.88081828,,,
JAC9100-199,"MOLD PART, 3DEEM, BONNET,EXT,CSTG ~ 8,5 YB,STYLE 1",Make,Planner 9,,35.38340778,,,
JAH1110-002,"MOLD PART, 3DEEM, VALVE BODY,ANGLE ~ 2 IN",Make,Planner 9,"MARTINEZ ACEVEDO, ELIHU",34.88081828,,,
JAR1110-001,"MOLD PART, 3DEEM, CASTING,BODY DESUPERHEATER ~ NPS 1 1/2-150 RF WATER FLANGE, NPS 4-150 RF BODY FLANGE, ANTI-VORT",Make,Planner 9,,35.38340778,,,
JAR1110-003,"MOLD PART, 3DEEM, VALVE BODY LAGGING ~ 8 CL2500 BWE",Make,Planner 9,,34.88081828,,,
JAR1110-010,"MOLD PART, 3DEEM,ASME SA216 WCC FMS20B88, VALVE BODY LAGGED ~ 14,CL600,BWE,EXTENDED TVL",Make,Planner 9,,34.88081828,,,
JAR1110-011,"MOLD PART, 3DEEM, ASME SA216 WCC FMS20B88, VALVE BODY,EH,CSTG ~ 1,CL2500,BWE",Make,Planner 9,"MARTINEZ ACEVEDO, ELIHU",34.88081828,,,
JBOXSNSRCLMPAL,"J-BOX,SENSOR WITH CLAMP, ALUMINUM",Buy,,,,D E&O,,
K15628K0012,BUSHING  ~  5/8 SHAFT FOR HIGH TEMP,Buy,Planner 10,"GOMEZ CANO, ARTURO",48,D NEW,2,WILLIAMS MANUFACTURING INC
K15629X0022,BUSHING~3/4 SHAFT FOR HIGH TEMP,Buy,Planner 10,"GOMEZ CANO, ARTURO",48,D NEW,2,WILLIAMS MANUFACTURING INC
K15630K0012,BUSHING ~ 1 SHAFT FOR HIGH TEMP,Buy,Planner 10,"GOMEZ CANO, ARTURO",48,D USE,6,WILLIAMS MANUFACTURING INC
KIT,GENERIC KIT FOR BASE MODEL DEFINITION,Make,,,,,,
L18942X0072,SEAL ~ 5/16 DIA FOR STRAIGHT PIN,Make,Planner 4,,34.15078639,D E&O,,
LUMA0001,TELLUS 32 (208 LTS) ~,Buy,,,,,,
LUMA0002,TONNA AM (208 LTS) ~,Buy,,,,,,
LUMA0003,TONNA AM (19 LTS) ~,Buy,,,,,,
LUMA0004,WHAMEX (208 LTS) ~,Buy,,,,,,
LUMA0005,CUTTING OIL (208 LTS) ~,Buy,,,,,,
LUMA0006,TELLUS 46 (208 LTS) ~,Buy,,,,,,
LUMA0007,A.T.F. II (208 LTS) ~,Buy,,,,,,
LUMA0008,SPIN LUB 10 (208 LTS) ~,Buy,,,,,,
LUMA0009,TELLUS 100 (208 LTS) ~,Buy,,,,,,
LUMA0010,OMALA 68 (19 LTS) ~,Buy,,,,,,
LUMA0011,TURCO ANTICOR LB ~,Buy,,,,,,
LUMA0012,GRASA ALVANIA #2 ~ 16 KGS,Buy,,,,,,
LUMA0013,GRASA PARA CHUCK SL WR ~ WHITE #2 (22 KGS),Buy,,,,,,
LUMA0014,TURCO WO#1 ~ DESOXIDANTE,Buy,,,,,,
LUMA0019,LIMPIADOR CLEAN 2029 ~ (5220) 208 LTS,Buy,,,,,,
LUMA0020,TELLUS 68 (208 LTS) ~,Buy,,,,,,
LUMA0022,TELLUS 32 (19 LTS) ~,Buy,,,,,,
LUMA0023,CUTTING OIL (19 LTS) ~,Buy,,,,,,
LUMA0024,OMALA 68 (208 LTS) ~,Buy,,,,,,
LUMA0025,WAY LUBE ISO150 (200 LTS) ~,Buy,,,,,,
MEX00106992,BOX SUAJE NUM 1 ~ MEX00106992,Buy,,,,D USE,,
MEX00206992,BOX SUAJE NUM 2 ~ 14 KGS/CM 2 CON LOGO,Buy,,,,D USE,,
MEX00306992,"BOX SUAJE NUM 3 ~ 11 KGS/CM , FLAUTA C",Buy,,,,D USE,,
MEX00406992,BOX SUAJE NUM 4 ~ 14 KGS/CM 2 CON LOGO,Buy,,,,D USE,,
MEX00506992,BOX SUAJE NUM 5 ~ 14 KGS/CM 2 CON LOGO,Buy,,,,D USE,,
MEX00606992,"SEPARADOR DE CARTON, 14KG ~ 50 X 77 CM.",Buy,,,,,,
MEX00706992,SEPARADOR 83.0 CM X 59.50 ~ CM.,Buy,,,,,,
MEX00806992,BOX 17 X 5 3/8 X 5 3/8 ~ 11 KG,Buy,,,,D USE,,
MEX00906992,BOX 4 3/8 INCH X 10 X 4 1/4 INCH ~,Buy,,,,D USE,,
MEXAO005512,1J464046172,Buy,,,,,,
MEXAO006332,HK3077SR INTERRUPTOR DE POSICION NORMALMENTE ABIERTO CUBIERTA DE AC. INOXIDABLE 316.MARCA STONEL,Buy,,,,,,
MEXAO800460,KFA6-STR-1.24.4,Buy,,,,,,
MEXGC000033,REGULADOR,Buy,,,,,,
MEXPSS003436,TORNILLO INOX. HEGAG. CDA. CORRIDA TCA. RONDANA DE PRESION.   MEDIDA 1/4 x 1,Buy,,,,,,
MEXPSS003451,CABLE THW-LS 12 AWG COLOR VERDE 600V 90C,Buy,,,,,,
MEXPSS005429,TABLERO 1F 2H NEMA 12 CON 12 CIRCUITOS (NQOD12L100CU + MH20WP + PK9GTA) MCA. SCHNEIDER,Buy,,,,,,
MEXPSS005877,"VARILLA ROSCADA GALVANIZADA DE 3.05 M X 3/8"" DIAM.",Buy,,,,,,
MEXPSS006221,"JUMPER DE FIBRA OPTICA DUPLEX, MULTIMODO, CON CONECTORES TIPO ST-ST, DE 10 M DE LONGITUD",Buy,,,,,,
MEXPSS006619,FCS-MB4   4-DROP MEGABLOCK MARCA RELCOM.,Buy,,,,,,
MEXPSS006620,RCP49-205   MEGABLOCK MARCA TURK,Buy,,,,,,
MEXPWS003323,5X00063G01,Buy,,,,,,
MEXREG007876,FS627MR-946,Buy,,,,,,
MEXREG017992,PSI-1554-874833,Buy,,,,,,
MEXRSMT016500,"ADAPTADOR PARA BRIDA OVALADO, DOS BARRENOS DE 0.470"", ADAPTADOR MACHO DE 1/2"" NPT. L=2.540"" CAJA PARA SELLO A 3.500 PSI",Buy,,,,,,
MEXVLS058950,D4-1596-52310/PSC-1386-570698/I2P-1797-973871/PSPL-695-160807,Buy,,,,,,
MEXVLS059461,11A5318X212,Buy,,,,,,
MEXVLS062225,ET-76-73493/667-39-35619/3582-287-3678085/67CF-1847-441025/PSPL-695-161947,Buy,,,,,,
MEXVLS065368,EWT-77-3694571*PSC-777-91976*657-38-3515436*DVC-2696-3694552*67CF-1847-3694553*PSI-1554-872967*PSPL-695-160461,Buy,,,,,,
MEXVLS065432,EWT-772-3772517S*PSC-777-91976*657-38-3477364*DVC-2696-3583063*67CF-1847-3583064*PSI-1554-872967*PSPL-695-160461,Buy,,,,,,
MEXVLS065433,EWT-772-3772520S*PSC-777-91976*657-38-3469202*DVC-2696-3694356*67CF-1847-3583064*PSPL-695-160461*PSI-1554-872967,Buy,,,,,,
MEXVLS065734,JBEFHT8316H384V*24*DC,Buy,,,,,,
MEXVLS065761,HPS-269-3833780S*667-39-3885189S*DVC-2696-3885190S*TOPW-1851-3885191S*PSI-1554-872967*PSPL-764-3867708,Buy,,,,,,
MEXVLS065763,HPS-269-3836362S*667-39-3885149S*DVC-2696-3885159S*TOPW-1851-3885158S*PSI-1554-872967*PSPL-764-3867721,Buy,,,,,,
MEXVLS065764,ET-76-3833846*667-39-37584*DVC-2696-3691960*TOPW-1851-172713*PSI-1554-872967*PSPL-764-3867723,Buy,,,,,,
MEXVLS065766,HPS-269-3831740*667-39-3885170S*TOPW-1851-3885172S*67CF-1847-3885173S*PSI-1554-872967*PSPL-764-3867685,Buy,,,,,,
MEXVLS065773,24-1387-3835970S*54-1521-148133*DVC-2696-3834171*PSC-777-91976*PSPL-758-3888685*PSI-1554-874833,Buy,,,,,,
MEXVLS065775,DVI-1424-3808761*PSC-2124-91950*PSC-1916-724097*PSI-1554-874833*PSPL-695-3867684,Buy,,,,,,
MEXVLS065776,EWT-77-3833793*667-39-3885455*DVC-2696-3885456*PSI-1554-874833*PSPL-695-3914489*TOPW-1851-344491*SER-2094-95471,Buy,,,,,,
MEXVLS065780,HPS-269-151583*667-39-3841546*DVC-2696-3881980*TOPW-1851-3838536*PSI-1554-874833*PSPL-695-3867714,Buy,,,,,,
MEXVLS065781,EZ-6-3831873*667-39-3868116*TOPW-1851-3881998*67CF-1847-3881997*PSI-1554-874833*PSPL-695-3881121,Buy,,,,,,
MEXVLS065866,GG39250X012 - NO USAR,Buy,,,,,,
MEXVLS065910,24-1862-15682*54-1521-142174*3661-1183-157860,Buy,,,,,,
MEXVLS071590,MODKIT MASTER ASSY FOR RV26X22 SHAFER,Buy,,,,D E&O,,
MEXVLS071591,MODKIT MASTER ASSY FOR 77DH BETTIS,Buy,,,,D E&O,,
ML020031,RIBSTAR BELT ~ W03191A01,Buy,,,,,,
MLVA0020,FOCO HALOGENO ~ H3 24V 70W,Buy,,,,,,
MMI-20035344,"MANIFOLD, CAST CMFHC3 CW-6MC",Make,,,,,,
MMI-20054735,"MANIFOLD, CAST CMFHC3P CF 3M/8M",Make,,,,,,
MMI-20057435,"MANIFOLD, CAST CMFHC3P CF3M/8M",Make,Planner 9,,69.39031311,D NEW,,
MNM016681,ADJ BOLT NUT,Make,Planner 4,,137.1193137,D E&O,,
MNM019130,SET SCREW ROD,Make,Planner 4,,41.14032232,D E&O,,
MNM019141,ADJ BOLT NUT,Make,Planner 4,,25.94468304,D USE,8,
MNM019271,SET SCREW ROD,Make,Planner 4,,37.67744059,D USE,2,
MNM020381,SET SCREW ROD,Make,Planner 4,,41.14779014,D E&O,,
MNM021168,ADJ BOLT NUT,Make,Planner 4,,137.1456594,D E&O,,
MNM021625,ADJ BOLT NUT,Make,Planner 4,,41.21500052,D E&O,,
MNM021922,ADJ BOLT,Make,Planner 4,,43.94058824,D E&O,,
MNM023848,SET SCREW ROD,Make,Planner 4,,41.14565935,D E&O,,
MNM024965,SET SCREW ROD,Make,Planner 4,,41.14760148,D E&O,,
MNM025453,SET SCREW PIN  .125 DIA X  .625,Make,Planner 4,,37.63392555,D USE,33,
MNM025540,SETSCREW,Make,Planner 4,,38.07576411,D USE,19,
MNM026488,SPINDLE ROD PIN,Make,Planner 4,,37.66838929,D USE,8,
MNM026490,SPINDLE ROD PIN,Make,Planner 4,,37.63392555,D USE,1,
MNM028186,SET SCREW ROD,Make,Planner 4,,41.15148573,D E&O,,
MNM028752,ADJ BOLT,Make,Planner 4,,41.15925422,D E&O,,
MNM028928,ADJ BOLT NUT,Make,Planner 4,,53.13789085,D E&O,,
MNM029298,SPINDLE NUT,Make,Planner 4,,25.98782896,D USE,5,
MNM029877,SET SCREW ROD,Make,Planner 4,,41.116299,D E&O,,
MNM03.0339.001,NUT-LIFT LEVER SERIES 80  RELIEF VALVE,Make,Planner 4,,26.15726728,D E&O,,
MNM03\\.0339\\.001,NUT-LIFT LEVER SERIES 80 RELIEF VALVE,Make,Planner 4,,8.157267281,D E&O,,
MNM030323002,NUT-LOCK,Make,Planner 4,,38.16727128,D USE,,
MNM031017,DOG SHAFT,Make,Planner 4,,40.08859441,D USE,3,
MNM031586,ADJUSTING BOLT JO-25,Make,Planner 4,,137.4879606,D E&O,,
MNM031984,LEVER,Make,Planner 4,,38.02188081,D USE,3,
MNM033803,GAG SCREW,Make,Planner 4,,22.16832664,D E&O,,
MNM034915,ADJ BOLT,Make,Planner 4,,137.1650806,D E&O,,
MNM034917,ADJ BOLT NUT,Make,Planner 4,,29.20198097,D E&O,,
MNM036475,DISC BUSHING Q ORF,Make,Planner 4,,44.86666717,D E&O,,
MNM037566,ADJ BOLT NUT,Make,Planner 4,,31.91707542,D USE,18,
MNM038010,DISC NUT,Make,Planner 4,,46.00512231,D E&O,2,
MNM038013,SET SCREW,Make,Planner 4,,137.6030066,D E&O,,
MNM038653,GAG SCREW,Make,Planner 4,,39.25247621,D E&O,,
MNM039601,GAG SCREW,Make,Planner 4,,22.23499709,D E&O,,
MNM040494,ADJ BOLT NUT,Make,Planner 4,,137.1417751,D E&O,,
MNM043824,DOG SHAFT,Make,Planner 4,,38.02666534,D USE,8,
MNM046584,ADJ BOLT NUT,Make,Planner 4,,32.15726728,D USE,9,
MNM051303,SETSCREW NOZZLE RING,Make,Planner 4,,37.99658686,D USE,,
MNM051304,SET SCREW,Make,Planner 4,,38.25003952,D USE,,
MNM056725,SPINDLE NUT,Make,Planner 4,,25.87528006,D USE,4,
MNM057272,NOZZLE RING SET SCREW,Make,Planner 4,,137.3779166,D E&O,,
MNM057295,"ADJ BOLT NUT (13/16""-18MOD ""V"" TH'D)",Make,Planner 4,,137.1378909,D E&O,,
MNM057359,TEST ROD PLUG,Make,Planner 4,,41.42793657,D E&O,,
MNM057369,CAP,Make,Planner 4,,37.94069255,D USE,2,
MNM057370,TEST ROD PLUG,Make,Planner 4,,45.96608117,D USE,9,
MNM057374,CAP,Make,Planner 4,,37.93548436,D USE,7,
MNM058538,CAP,Make,Planner 4,,44.16807967,D USE,4,
MNM058539,TEST ROD PLUG,Make,Planner 4,,37.90910127,D USE,4,
MNM058544,TEST ROD PLUG,Make,Planner 4,,38.02079062,C,52,
MNM059423,TEST ROD PLUG,Make,Planner 4,,137.1767333,D E&O,,
MNM061370,ADJ BOLT NUT,Make,Planner 4,,35.11479163,D E&O,,
MNM062413,TEST ROD PLUG,Make,Planner 4,,47.44294257,D E&O,,
MNM063778,DOG SHAFT BEARING,Make,Planner 4,,25.96604013,D USE,5,
MNM064037,DISC RING,Make,Planner 4,,38.1045943,D USE,1,
MNM072496,ADJ BOLT,Make,Planner 4,,41.19421247,D E&O,,
MNM072596,SPINDLE ROD,Make,Planner 4,,19.04711894,D E&O,,
MNM072596_ERRANT,SPINDLE ROD,Make,Planner 4,,19.04711894,D USE,,
MNM073425,SPINDLE NUT,Make,Planner 4,,38.31765371,D USE,,
MNM073425_ERRANT,SPINDLE NUT,Make,Planner 4,,38.00811706,D USE,,
MNM076748,NOZZLE RING SETSCREW,Make,Planner 4,,37.83625318,D USE,4,
MNM076774,SET SCREW,Make,Planner 4,,41.14565935,D E&O,,
MNM077151,SET SCREW,Make,Planner 4,,137.2243353,D E&O,,
MNM077486,DOG SHAFT BEARING,Make,Planner 4,,37.96322715,D USE,4,
MNM078080,SET SCREW,Make,Planner 4,,,,,
MNM080199,ADJ BOLT NUT,Make,Planner 4,,137.3579086,D E&O,,
MNM081739,SPINDLE ROD PIN,Make,Planner 3,,41.08961832,D NEW,,
MNM083929,SCREW-GAG 1.000,Make,Planner 4,,41.16272578,D E&O,,
MNM084021,ADJ BOLT NUT,Make,Planner 4,,137.1378909,D E&O,,
MNM084145,DOG CAM,Make,Planner 4,,51.05357722,D USE,8,
MNM084147,DOG SHAFT BEARING,Make,Planner 4,,32.33012134,D USE,13,
MNM084584,GUIDE AND BELLOWS PROTECTOR,Make,Planner 4,,19.99829579,D USE,4,
MNM084968,ADJ BOLT NUT,Make,Planner 4,,14.14760148,,,
MNM084974,ADJ BOLT NUT,Make,Planner 4,,137.2093997,D E&O,,
MNM085104,SET SCREW,Make,Planner 4,,137.2467388,D E&O,,
MNM086170,SET SCREW,Make,Planner 4,,137.2299362,D E&O,,
MNM086538,CAP,Make,Planner 4,,32.02856732,D USE,8,
MNM086538_ERRANT,CAP,Make,Planner 4,,32.02856732,D USE,,
MNM087523,SET SCREW,Make,Planner 4,,46.0944043,D USE,19,
MNM087529,SET SCREW,Make,Planner 4,,41.23305496,D USE,6,
MNM087770,DISC RING,Make,Planner 4,,44.01512709,D USE,3,
MNM088586,GUIDE AND RING,Make,Planner 4,,38.28554468,D USE,7,
MNM089267,SPINDLE ROD,Make,Planner 4,,19.03348782,D USE,9,
MNM089619,SET SCREW,Make,Planner 4,,37.97270296,D USE,16,
MNM100143,DOG SHAFT BEARING,Make,Planner 4,,43.76674464,D USE,,
MNM100641,ADJ RING,Make,Planner 4,,38.18236881,D E&O,,
MNM100849,ADJ BOLT NUT,Make,Planner 4,,137.151524,D E&O,,
MNM101775,SET SCREW,Make,Planner 4,,137.5179726,D E&O,,
