Item Number,Item_Description,Qty,UOM,Locator,Subinventory,Planner,Organization_Code
2R3485X119A,"BONNET CSTG ~ 3,2 13/16 YB",2,Each,R.15.02...,CS,Planner 3,TOL
2R34911902A,"BONNET CSTG ~ 3,2 13/16 YB",1,Each,R.04.02...,CS,Planner 9,TOL
2R36612902A,"BONNET CSTG ~ 4,2 13/16 YB",1,Each,R.08.03...,CS,Planner 9,TOL
2R3661X00EA,"BONNET CSTG ~ 4,2 13/16 YB",2,Each,R.20.02...,CS,Planner 9,TOL
2R3661X040A,"BONNET CSTG  ~  4,2 13/16 YB",1,Each,R.19.03...,CS,Planner 9,TOL
2R3661X121A,"BONNET CASTING ~ 4,2 13/16 YB",16,Each,R.07.02...,CS,Planner 9,TOL
2R3661X132A,"BONNET CSTG ~ 4,2 13/16 YB",1,Each,R.14.03...,CS,Planner 9,TOL
2R36632201A,"BONNET CSTG ~ 4,5 YB",7,Each,R.14.02...,CS,Planner 9,TOL
2R36701902A,"BONNET CSTG ~ 4,2 13/16 YB",13,Each,R.12.02...,CS,Planner 9,TOL
2U19151902A,"FLANGE,CYLINDER ~ SIZE 80",6,Each,R.24.04...,CS,Planner 10,TOL
2U28703309A,"CAGE,QO,CSTG ~ 2",1,Each,C.04.01...,CS,Planner 3,TOL
2V4474X002A,"CAGE,WHISPER I,CSTG ~ 2",22,Each,F.14.01...,CS,Planner 3,TOL
2V4474X00CA,"CAGE,WHISPER I,CSTG ~ 2",1,Each,R.18.01...,CS,Planner 3,TOL
2V5864X005A,"CAGE,WHISPER I,CSTG ~ 1",25,Each,F.14.02...,CS,Planner 3,TOL
2V5864X00BA,"CAGE,UPPER HALF ~ 1 IN",10,Each,R.02.02...,CS,Planner 3,TOL
2V5865X009A,"CAGE,WHISPER I,CSTG ~ 1 1/2",1,Each,F.43.03...,CS,Planner 3,TOL
2V58663309A,"CAGE,WHISPER I,CSTG ~ 2 1/2",2,Each,C.04.01...,CS,Planner 3,TOL
2V5866X007A,"CAGE,WHISPER I,CSTG ~ 2 1/2",11,Each,C.04.02...,CS,Planner 3,TOL
2V5867X008A,"CAGE,WHISPER I,CSTG ~ 3",10,Each,R.16.01...,CS,Planner 3,TOL
30A3462X07A,"PLUG,BAL,CSTG ~ 4 3/8 PORT",10,Each,C.04.01...,CS,Planner 12,TOL
30A3505X02A,"PLUG,BAL,CSTG ~ 6",1,Each,R.12.03...,CS,Planner 12,TOL
30A3505X06A,"PLUG,BAL,CSTG ~ 6",13,Each,R.06.03...,CS,Planner 12,TOL
30A5470X01A,"BONNET FORGING ~ 8,3 9/16 YB",42,Each,F.42.03...,CS,Planner 9,TOL
30B5402E04A,SEAT RING RET CSTG ~ 3,1,Each,C.02.01...,CS,Planner 3,TOL
30B5402X02A,SEAT RING RET CSTG ~ 3,27,Each,R.06.02...,CS,Planner 3,TOL
30B5402X05A,SEAT RING RET CSTG ~ 3,12,Each,R.10.02...,CS,Planner 3,TOL
30B5402X06A,SEAT RING RET CSTG ~ 3,2,Each,F.16.01...,CS,Planner 3,TOL
30B5402X10A,SEAT RING RET CSTG ~ 3,77,Each,F.15.04...,CS,Planner 3,TOL
30B5402X18A,SEAT RING RET CSTG ~ 3,2,Each,C.02.01...,CS,Planner 3,TOL
30B5402X85A,SEAT RING RET CSTG ~ 3,3,Each,C.08.02...,CS,Planner 3,TOL
30B5403X02A,SEAT RING RET CSTG ~ 4,9,Each,R.08.02...,CS,Planner 3,TOL
30B5403X07A,SEAT RING RET CSTG ~ 4,7,Each,R.13.02...,CS,Planner 3,TOL
30B9220X01A,"HUB,VALVE PLUG CSTG ~ 3 (80MM)",39,Each,R.06.01...,CS,Planner 3,TOL
30B9231X01A,"HUB,VALVE PLUG CSTG ~ 4(100MM)",35,Each,R.09.02...,CS,Planner 3,TOL
30C3713X03A,BONNET CASTING ~ DESIGN D4,4,Each,R.13.01...,CS,Planner 3,TOL
31B0677X01A,"SEAL PROTECTOR CSTG ~ 6-150(150MM-PN10,16)9.00F TO F",1,Each,R.14.03...,CS,Planner 3,TOL
31B0677XR1A,"SEAL PROTECTOR CSTG ~ NPS 6 CL150-600,DN150 PN10-16",1,Each,R.08.04...,CS,Planner 3,TOL
31B0685X01A,"SEAL PROTECTOR CSTG ~ 8-150(200MM-PN10,16)9.56F TO F",1,Each,R.19.01...,CS,Planner 3,TOL
31B0685X02A,"SEAL PROTECTOR CSTG ~ 8-150(200MM-PN10,16)9.56F TO F",2,Each,F.17.02...,CS,Planner 3,TOL
31B0704X01A,SEAL PROT RING FORG ~ 4-150(DN100 PN10-16)7.62 F-F,15,Each,R.24.04...,CS,Planner 3,TOL
31B0704X30A,SEAL PROT RING FORG ~ 4-150(DN100 PN10-16)7.62 F-F,6,Each,F.16.01...,CS,Planner 3,TOL
31B0712X52A,"SEAL PROTECTOR RING ~ 10-150(250MM-PN10,16)11.69FTOF",1,Each,F.13.05...,CS,Planner 3,TOL
31B0723X10A,SEAL PROTECTOR CSTG ~ 10-150(DN250 PN10-16)13.00 F-F,6,Each,R.19.05...,CS,Planner 3,TOL
31B3584X02A,"CAGE,INVESTMENT CSTG ~ 1,LINEAR",12,Each,R.22.02...,CS,Planner 3,TOL
31B3585X02A,"CAGE,INVESTMENT CSTG ~ 1,EQ%",111,Each,R.05.03...,CS,Planner 3,TOL
31B3587X02A,"CAGE,INVESTMENT CSTG ~ 1 1/2,LINEAR",6,Each,R.01.01...,CS,Planner 3,TOL
31B3588X02A,"CAGE,INVESTMENT CSTG ~ 1 1/2,EQ%",1,Each,R.04.02...,CS,Planner 3,TOL
31B3589X02A,"CAGE,INVESTMENT CSTG ~ 2,QO",10,Each,R.04.02...,CS,Planner 3,TOL
31B3590X02A,"CAGE,INVESTMENT CSTG ~ 2,LINEAR",28,Each,F.15.01...,CS,Planner 3,TOL
31B3591X02A,"CAGE,INVESTMENT CSTG ~ 2,EQ%",19,Each,R.19.05...,CS,Planner 3,TOL
31B3591X61A,"CAGE,INVESTMENT CSTG ~ 2,EQ%",1,Each,F.44.02...,CS,Planner 3,TOL
31B3591X87A,"CAGE,INVESTMENT CSTG ~ 2,EQ%",1,Each,C.08.01...,CS,Planner 3,TOL
31B3592X02A,"CAGE,INVESTMENT CSTG ~ 4,QO",1,Each,C.04.01...,CS,Planner 3,TOL
31B3593X02A,"CAGE,INVESTMENT CSTG ~ 4,LINEAR",16,Each,R.20.03...,CS,Planner 3,TOL
31B3594X17A,"CAGE,INVESTMENT CSTG ~ 4,EQ%",1,Each,C.02.03...,CS,Planner 3,TOL
31B3594XC8A,"CAGE,INVESTMENT CSTG ~ 4,EQ%",1,Each,C.08.02...,CS,Planner 3,TOL
31B3819X02A,"CAGE,INVESTMENT CSTG ~ 3,QO",2,Each,R.15.02...,CS,Planner 3,TOL
31B3822X02A,"CAGE CSTG,CNTFGL ~ 6,QO",1,Each,R.23.01...,CS,Planner 3,TOL
31B3825X01A,"CAGE CSTG,CNTFGL  ~  8,QO",1,Each,R.21.05...,CS,Planner 3,TOL
31B4670X01A,"SEAL PROT RING FORG ~ NPS 6 CL150-600,DN150 PN10-16",385,Each,R.17.04...,CS,Planner 3,TOL
31B4670X57A,"SEAL PROT RING FORG ~ NPS 6 CL150-600,DN150 PN10-16",1,Each,R.09.04...,CS,Planner 3,TOL
31B4674X67A,SEAL PROTECTOR CSTG ~ 12-150(DN300 PN16)13.31 F-F,1,Each,R.08.04...,CS,Planner 3,TOL
32A9318X0AA,"FLANGE,CYLINDER ~ SIZE 30",8,Each,F.13.01...,CS,Planner 12,TOL
32A9320X0AA,"FLANGE,CYLINDER ~ 40",1,Each,F.12.01...,CS,Planner 12,TOL
32B5867X20A,SEAL PROTECTOR BLANK ~ 16 CL600,2,Each,F.47.04...,CS,Planner 3,TOL
32B8726X012,ATTENUATOR  ~  4,46,Each,R.25.03...,CS,Planner 3,TOL
33A1071X0AA,CYLINDER  ~  SIZE 130,2,Each,R.08.05...,CS,Planner 12,TOL
33A8914X03A,"CAGE,WHISPER I,CSTG  ~  4,4 3/8 PORT,2 TVL",11,Each,R.25.04...,CS,Planner 3,TOL
33A8914X0CA,"CAGE,WHISPER I,CSTG  ~  4,4 3/8 PORT,2 TVL",3,Each,R.20.01...,CS,Planner 3,TOL
33B0332X01A,VEE BALL CSTG ~ 1 V200,3,Each,C.05.02...,CS,Planner 3,TOL
33B0332X16A,VEE-BALL CSTG ~ 1 V200,430,Each,R.27.02...,CS,Planner 3,TOL
33B0988X01A,VEE-BALL CSTG  ~  2 V150/V200/V300,3,Each,R.25.03...,CS,Planner 3,TOL
33B0988X21A,VEE-BALL CSTG ~ 2 V150/V200/V300,1272,Each,R.29.01...,CS,Planner 3,TOL
33B6601X02A,"SEAL PROTECTOR CSTG  ~  1,V200,CL150-600,ISA S75.04",1,Each,C.06.02...,CS,Planner 3,TOL
33B6675X01A,"HD SEAL CSTG  ~  2,V150-V300",65,Each,F.43.03...,CS,Planner 11,TOL
33B6675X02A,"HD SEAL CSTG  ~  2,V150-V300",32,Each,R.07.01...,CS,Planner 11,TOL
33B6675X03A,"HD SEAL CSTG  ~  2,V150-V300",6,Each,R.25.02...,CS,Planner 11,TOL
33B6803X01A,"VEE BALL CSTG  ~  1 1/2,V200",3,Each,R.16.01...,CS,Planner 3,TOL
33B6803X16A,"VEE BALL CSTG ~ 1 1/2,V200",381,Each,F.46.02...,CS,Planner 3,TOL
33B6805X02A,"PROTECTOR RING CSTG  ~  1 1/2,V200,CL150-600",3,Each,R.16.01...,CS,Planner 3,TOL
33B6805X43A,"SEAL PROTECTOR CSTG ~ NPS 1-1/2,CL150-600,S75.08.02",3,Each,R.04.04...,CS,Planner 3,TOL
33B6805XA2A,"SEAL PROTECTOR CSTG ~ NPS 1-1/2,CL150-600,S75.08.02",1,Each,C.08.01...,CS,Planner 3,TOL
33B6816X02A,"HD SEAL GSTG  ~  1 1/2,V150-V300",20,Each,R.18.01...,CS,Planner 11,TOL
33B6816X03A,"HD SEAL CSTG  ~  1 1/2,V150-V300",52,Each,R.22.03...,CS,Planner 11,TOL
33B6816X04A,HD SEAL CSTG  ~  1 1/2 V150-V300,1,Each,C.03.02...,CS,Planner 11,TOL
34A7802X0AA,"FLANGE,CYLINDER  ~  SIZE 100",5,Each,F.42.04...,CS,Planner 12,TOL
34A7807X0AA,PISTON  ~  SIZE 100,8,Each,R.22.06...,CS,Planner 10,TOL
34A7833X0AA,PISTON  ~  SIZE 68-80,12,Each,F.17.02...,CS,Planner 10,TOL
34B3114D01A,"SEAL PROT RING FORG ~ NPS 8 CL150-600,9.56 F-F, PED",1,Each,F.16.02...,CS,Planner 3,TOL
34B3114X01A,"SEAL PROT RING FORG ~ NPS 8 CL150-600,9.56 F-F",222,Each,R.17.04...,CS,Planner 3,TOL
34B3114Y47A,"SEAL PROT RING FORG ~ NPS 8 CL150-600,9.56 F-F",1,Each,R.29.03...,CS,Planner 3,TOL
34B6320X01A,CYLINDER CSTG  ~  SIZE 50,1,Each,F.49.01...,CS,Planner 12,TOL
34B6321X01A,CYLINDER CSTG  ~  SIZE 25,2,Each,R.09.05...,CS,Planner 12,TOL
34B7685X01A,SEAL PROT RING FORG  ~  10,87,Each,F.44.01...,CS,Planner 3,TOL
34B7686X01A,SEAL PROT RING FORG  ~  12-150(DN300 PN16)13.31 F-F,28,Each,F.44.02...,CS,Planner 3,TOL
34B7686X01A,SEAL PROT RING FORG  ~  12-150(DN300 PN16)13.31 F-F,26,Each,F.45.01...,CS,Planner 3,TOL
35A6686X01A,SEAT RING RET CSTG  ~  2,24,Each,R.21.01...,CS,Planner 3,TOL
35A6686X0DA,SEAT RING RET CSTG  ~  2,40,Each,F.13.03...,CS,Planner 3,TOL
35A6686X11A,SEAT RING RET CSTG  ~  2,180,Each,F.14.04...,CS,Planner 3,TOL
36A0410X0AA,DIAPHRAGM HEAD ~ SIZE 70-87,1,Each,R.29.03...,CS,Planner 4,TOL
36A5199X47A,"BONNET,EH,CSTG  ~  1,CL1500,2 13/16 YB",9,Each,F.12.01...,CS,Planner 3,TOL
37B1292X59A,"PKG BOX HOUSING CSTG ~ 10,12,2 1/2 SHAFT V260",1,Each,R.23.03...,CS,Planner 10,TOL
37B3690X03A,RETAINER CASTING  ~  10 CV500,3,Each,F.15.02...,CS,Planner 10,TOL
38B1895X033,"VEE-BALL,SEMIFINISH  ~  6"",STD",2,Each,R.02.03...,CS,Planner 3,TOL
38B3023X01A,PISTON CSTG  ~  SIZE 130 TYPE 1061,1,Each,F.48.01...,CS,Planner 10,TOL
38B3027X01A,COVER CSTG  ~  20 DBC SIZE 130,1,Each,F.45.02...,CS,Planner 10,TOL
38B3091X01A,"SLEEVE,HD SEAL CSTG  ~  8,V150B,V200B,V300B",10,Each,R.01.01...,CS,Planner 11,TOL
38B3091X02A,"SLEEVE,HD SEAL CSTG  ~  8,V150B,V200B,V300B",15,Each,R.19.03...,CS,Planner 11,TOL
38B3091X03A,"SLEEVE,HD SEAL CSTG  ~  8,V150B,V200B,V300B",1,Each,F.46.04...,CS,Planner 11,TOL
38B3092X01A,"SLEEVE,HD SEAL CSTG  ~  10,V150B,V200B,V300B",7,Each,R.24.02...,CS,Planner 11,TOL
38B3092X02A,"SLEEVE,HD SEAL CSTG  ~  10,V150B,V200B,V300B",26,Each,F.44.02...,CS,Planner 11,TOL
38B3092X03A,"SLEEVE,HD SEAL CSTG  ~  10,V150B,V200B,V300B",13,Each,R.09.01...,CS,Planner 11,TOL
38B3093X01A,"SLEEVE,HD SEAL CSTG  ~  12,V150B,V200B,V300B",4,Each,F.46.03...,CS,Planner 11,TOL
38B3093X02A,"SLEEVE,HD SEAL CSTG  ~  12,V150B,V200B,V300B",4,Each,R.04.04...,CS,Planner 11,TOL
39A3640X01A,"RETAINER CSTG  ~  8,FULL PORT",15,Each,F.42.03...,CS,Planner 10,TOL
39A3640X0BA,"RETAINER CSTG  ~  8,FULL PORT",11,Each,R.24.01...,CS,Planner 10,TOL
39A4065X07A,BODY OUTLET BLANK  ~  12 CL600&900,3,Each,F.45.04...,CS,Planner 3,TOL
39A5125X01A,PLUG CSTG  ~  2,21,Each,F.42.02...,CS,Planner 3,TOL
39A5125X05A,PLUG CSTG  ~  2,16,Each,R.01.01...,CS,Planner 12,TOL
39A5138X0AA,PLUG CSTG  ~  1 1/2,1,Each,R.16.01...,CS,Planner 3,TOL
39A5138X0BA,PLUG CSTG  ~  1 1/2,21,Each,C.03.01...,CS,Planner 12,TOL
39A5147X0AA,PLUG CSTG  ~  1,13,Each,R.05.01...,CS,Planner 12,TOL
39A5147X0BA,PLUG CSTG  ~  1,30,Each,R.02.01...,CS,Planner 12,TOL
39A6079X07A,BODY OUTLET BLANK  ~  8 CL600&900,3,Each,F.48.04...,CS,Planner 3,TOL
39A6552X08A,SEAL PROTECTOR BLANK  ~  10 CL600&900,1,Each,F.49.03...,CS,Planner 3,TOL
3A16091902A,FLOAT CAGE  ~  14 IN 2 IN 250# FLG F-1,1,Each,R.05.04...,CS,Planner 10,TOL
3A16121902A,HEAD 249 CSTG  ~  F1-F2 2 CL250,3,Each,R.06.03...,CS,Planner 10,TOL
3A16151901A,FLOAT CAGE  ~  14 IN 2 IN 125# FLG F-1,1,Each,R.04.04...,CS,Planner 10,TOL
3C23171901A,FLOAT CAGE  ~  14 IN 1 1/2-2 IN NPT 125# S-1,25,Each,R.26.04...,CS,Planner 10,TOL
3C23191902A,FLOAT CAGE  ~  14 IN 1 1/2-2 IN NPT 250# S-1,16,Each,R.17.02...,CS,Planner 10,TOL
3H93760706A,"FLANGE,CYLINDER  ~  SIZE 40",3,Each,R.02.02...,CS,Planner 12,TOL
3H95630707A,CYLINDER  ~  SIZE 30,4,Each,F.47.02...,CS,Planner 12,TOL
3N84241902A,HANDJACK BODY  ~  SIZE 70 & 87,39,Each,R.25.01...,CS,Planner 10,TOL
3P33291901A,"FLANGE,CYLINDER  ~  SIZE 40",3,Each,R.26.01...,CS,Planner 10,TOL
3P33311901A,"FLANGE,CYLINDER  ~  SIZE 60",42,Each,R.20.01...,CS,Planner 10,TOL
3R34863309A,"BONNET CSTG ~ 3,3 9/16 YB",3,Each,R.26.02...,CS,Planner 3,TOL
3R3486X00CA,"BONNET CSTG  ~  3,3 9/16 YB",1,Each,C.01.02...,CS,Planner 3,TOL
3R3486X046A,"BONNET CASTING  ~  3,3 9/16 YB",8,Each,R.12.03...,CS,Planner 3,TOL
3R36622201A,"BONNET CSTG ~ 4,3 9/16 YB",4,Each,R.06.02...,CS,Planner 9,TOL
3R36622903A,"BONNET CSTG  ~  4,3 9/16 YB",1,Each,R.23.04...,CS,Planner 9,TOL
3R3662X001A,"BONNET CSTG ~ 4,3 9/16 YB",5,Each,R.07.03...,CS,Planner 9,TOL
3R3662X00CA,"BONNET CSTG  ~  4,3 9/16 YB",2,Each,R.24.03...,CS,Planner 9,TOL
3R3662X00FA,"BONNET CSTG  ~  4,3 9/16 YB",2,Each,R.29.03...,CS,Planner 9,TOL
3R3662X00JA,"BONNET CSTG  ~  4,3 9/16 YB",1,Each,R.21.02...,CS,Planner 9,TOL
3R3662X092A,"BONNET CASTING ~ 4,3 9/16 YB",24,Each,R.26.04...,CS,Planner 9,TOL
3U5093X027A,"BONNET FORGING  ~  6,3 9/16 YB",294,Each,F.39.02...,CS,Planner 9,TOL
3V9302X001A,DIAPHRAGM PLATE  ~  SIZE 100,2,Each,F.15.03...,CS,Planner 10,TOL
40B6471X01A,"CAGE CSTG,CNTFGL ~ 6,EQ%",1,Each,R.21.05...,CS,Planner 3,TOL
40B6471X06A,"CAGE CSTG,CNTFGL ~ 6,EQ%",24,Each,R.16.04...,CS,Planner 3,TOL
40B9242X01A,"HUB,VALVE PLUG CSTG ~ 6(150MM)",31,Each,R.25.02...,CS,Planner 3,TOL
41A7345X0AA,VALVE BODY  ~  4 IN 150 LB FLG,11,Each,R.02.04...,CS,Planner 9,TOL
41A7350X0AA,VALVE BODY  ~  3 IN 150LB FLG,4,Each,F.16.02...,CS,Planner 3,TOL
41A9354X0DA,"VALVE BODY ~ 6X4,BWE",2,Each,R.10.04...,CS,Planner 9,TOL
41A9354X22A,VALVE BODY CSTG  ~  6X4 CL600 RF,1,Each,R.29.03...,CS,Planner 9,TOL
41B0666X01A,"VEE-BALL CSTG ~ 4,CL150-300",39,Each,C.06.01...,CS,Planner 3,TOL
41B3817X27A,"CAGE,INVESTMENT CSTG ~ 2 1/2,LINEAR",1,Each,C.03.04...,CS,Planner 3,TOL
41B3818X01A,"CAGE,INVESTMENT CSTG ~ 2 1/2,EQUAL PERCENT",1,Each,R.07.02...,CS,Planner 3,TOL
41B3818X02A,"CAGE,INVESTMENT CSTG ~ 2 1/2,EQUAL PERCENT",69,Each,R.04.01...,CS,Planner 3,TOL
41B3820X02A,"CAGE,INVESTMENT CSTG ~ 3,LINEAR",5,Each,F.13.02...,CS,Planner 3,TOL
41B3821X02A,"CAGE,INVESTMENT CSTG ~ 3,EQ%",104,Each,R.08.04...,CS,Planner 3,TOL
41B3821X16A,"CAGE,INVESTMENT CSTG ~ 3,EQ%",201,Each,R.05.04...,CS,Planner 3,TOL
41B3821X70A,"CAGE,INVESTMENT CSTG ~ 3,EQ%,CMTR",1,Each,C.08.01...,CS,Planner 3,TOL
41B3821XB8A,"CAGE,INVESTMENT CSTG ~ 3,EQ%",5,Each,C.08.02...,CS,Planner 3,TOL
41B5953X01A,"CAGE CSTG,CNTFGL ~ 6X4,EQ%",4,Each,R.23.06...,CS,Planner 3,TOL
41B5953X03A,"CAGE,CNTFGL CSTG ~ 6X4 EQL PCT",1,Each,R.25.03...,CS,Planner 3,TOL
42A9322X0AA,"FLANGE,CYLINDER ~ SIZE 60",4,Each,R.02.01...,CS,Planner 12,TOL
42B8714X01A,VEE-BALL CSTG ~ 8,32,Each,R.15.03...,CS,Planner 3,TOL
42B8714X22A,VEE-BALL CSTG ~ 8,1,Each,F.42.01...,CS,Planner 3,TOL
42B8717X012,ATTENUATOR ~ 6,49,Each,F.13.04...,CS,Planner 3,TOL
42B8723X01A,VEE-BALL CSTG ~ 12,9,Each,R.19.05...,CS,Planner 3,TOL
42B8724X012,ATTENUATOR ~ 12,12,Each,F.13.04...,CS,Planner 3,TOL
42B8731X012,ATTENUATOR ~ 10,7,Each,F.14.04...,CS,Planner 3,TOL
42B8738X012,ATTENUATOR ~ 8,31,Each,F.13.04...,CS,Planner 3,TOL
43A8912X05A,"CAGE,WHISPER I,CSTG ~ 6,7 PORT,2 TVL",1,Each,R.12.04...,CS,Planner 3,TOL
43A8912X0DA,"CAGE,WHISPER I,CSTG ~ 6,7 PORT,2 TVL",2,Each,R.18.04...,CS,Planner 3,TOL
43B0812X01A,VEE-BALL CSTG ~ 6,57,Each,F.43.03...,CS,Planner 3,TOL
43B0812X08A,VEE-BALL CSTG ~ 6,11,Each,R.08.04...,CS,Planner 3,TOL
43B0877X01A,VEE-BALL CSTG ~ 10,7,Each,R.19.06...,CS,Planner 3,TOL
44A7835X0AA,"FLANGE,CYLINDER ~ SIZE 80",6,Each,R.23.06...,CS,Planner 12,TOL
44A7861X0AA,"FLANGE,CYLINDER ~ SIZE 68",4,Each,R.09.02...,CS,Planner 12,TOL
44B6285X01A,CYLINDER CSTG  ~  SIZE 25,10,Each,F.48.02...,CS,Planner 12,TOL
44B6292X01A,"YOKE CSTG ~ SIZE 25,2 1/8 BOSS",26,Each,R.02.02...,CS,Planner 10,TOL
44B6296X01A,CYLINDER CSTG  ~  SIZE 50,13,Each,F.49.02...,CS,Planner 12,TOL
44B6304X01A,"YOKE CSTG ~ SIZE 50,2 13/16 BOSS",6,Each,R.14.03...,CS,Planner 10,TOL
44B6306X01A,"YOKE CSTG ~ SIZE 50,3 9/16 BOSS",4,Each,R.02.01...,CS,Planner 10,TOL
44B8329X01A,VEE-BALL CSTG  ~  3,1166,Each,R.07.01...,CS,Planner 3,TOL
44B8329X15A,"VEE-BALL CSTG ~ 3 CL150-600 V150,V200,V300",14,Each,F.12.02...,CS,Planner 3,TOL
44B8595X01A,"YOKE CSTG ~ SIZE 50,2 13/16 BOSS",12,Each,R.13.04...,CS,Planner 10,TOL
44B8597X01A,"YOKE CSTG ~ SIZE 50,3 9/16 BOSS",8,Each,R.15.03...,CS,Planner 10,TOL
47B1865X21A,"VEE-BALL CSTG ~ 4 CL150-600 V150,V200,V300",3,Each,C.01.01...,CS,Planner 3,TOL
47B1865X22A,"VEE-BALL CSTG ~ 4 CL150-600 V150,V200,V300",2,Each,C.04.01...,CS,Planner 3,TOL
47B6702X20A,"VALVE BODY CSTG ~ NPS 6,CL600,V200B",1,Each,R.24.04...,CS,Planner 3,TOL
47B6785X54A,VALVE BODY CASTING ~ NPS 6 CL300 V300B,10,Each,R.01.04...,CS,Planner 3,TOL
48B1530X52A,VALVE BODY CASTING ~ 6 CL150(DN150 PN10-16) V150B,32,Each,R.27.04...,CS,Planner 3,TOL
48B1531X26A,VALVE BODY CSTG ~ NPS 6 CL150-300 V200B,16,Each,R.23.05...,CS,Planner 3,TOL
48B2193X01A,"DIAPH CASING,LOWER  ~  CASTING,NO.2",1,Each,R.28.03...,CS,Planner 10,TOL
48B3031X01A,CYLINDER FLANGE CSTG  ~  SIZE 130 TYPE 1061,3,Each,F.17.03...,CS,Planner 12,TOL
4H90230705A,CYLINDER  ~  SIZE 100,6,Each,R.29.02...,CS,Planner 12,TOL
4H9565X001A,"CYLINDER CSTG  ~  SIZE 60,4 TVL",4,Each,F.48.03...,CS,Planner 12,TOL
4K1134X002A,VALVE BODY CSTG ~ 1 CL2500,2,Each,F.13.04...,CS,Planner 9,TOL
4U1841X001A,"CYLINDER CSTG  ~  SIZE 60,8 TVL",13,Each,F.47.02...,CS,Planner 12,TOL
4U19120706A,CYLINDER  ~  SIZE 40,14,Each,R.03.04...,CS,Planner 12,TOL
50A3338X04A,VALVE BODY  ~  1 1/2 IN 600 LB FLGD,2,Each,F.13.05...,CS,Planner 3,TOL
50A3352X04A,VALVE BODY  ~  2 IN 600 LB FLGD,7,Each,R.01.04...,CS,Planner 3,TOL
50A3407X03A,VALVE BODY  ~  3 IN 300 LB FLGD,12,Each,F.13.05...,CS,Planner 3,TOL
50A3492X01A,VALVE BODY  ~  6 IN 600 LB FLG,25,Each,R.29.04...,CS,Planner 9,TOL
50A3492X02A,VALVE BODY  ~  6 IN 300 LB FLGD,7,Each,R.27.03...,CS,Planner 9,TOL
50A3502X01A,VALVE BODY  ~  6 IN 250 LB FLG,2,Each,F.15.04...,CS,Planner 3,TOL
51101,"VALVE BODY,  0.25 IN 51 - CASTING",128,Each,R.03.04...,CS,Planner 9,TOL
51111,"VALVE BODY,  0.5 IN 51 - CASTING",44,Each,C.02.01...,CS,Planner 9,TOL
51301,"BONNET, CASTING - 51000 SERIES",198,Each,F.10.01...,CS,Planner 9,TOL
52B5951XA4A,"VALVE BODY,HP,CSTG ~ 1,CL1500,FLG",3,Each,R.12.04...,CS,Planner 3,TOL
53B0986X36A,VALVE BODY CASTING ~ NPS2 CL150-600,26,Each,R.13.04...,CS,Planner 3,TOL
53B7241X50A,"VALVE BODY CSTG ~ NPS2 CL300,DN50 PN10-40",32,Each,R.10.02...,CS,Planner 3,TOL
53B7402X25A,VALVE BODY CSTG ~ NPS2 CL150 V150,219,Each,R.06.04...,CS,Planner 3,TOL
54B1302X55A,VALVE BODY CSTG ~ NPS 1-1/2 CL150 V150,16,Each,R.24.01...,CS,Planner 3,TOL
54B1304X35A,"VALVE BODY CSTG ~ NPS 1-1/2 CL300,DN40 PN10-40",14,Each,R.14.02...,CS,Planner 3,TOL
54B1307X13A,VALVE BODY CASTING ~ NPS1 CL150,41,Each,R.07.05...,CS,Planner 3,TOL
54B1307X26A,VALVE BODY CSTG ~ NPS1 CL150,170,Each,R.20.05...,CS,Planner 3,TOL
54B1309X44A,"VALVE BODY CSTG ~ NPS1 CL300,DN25 PN10-40",20,Each,R.04.03...,CS,Planner 3,TOL
54B1469X29A,VALVE BODY CSTG ~ NPS 1-1/2 CL150-600,33,Each,R.10.01...,CS,Planner 3,TOL
54B1471X27A,VALVE BODY CASTING ~ NPS1 CL150-600,11,Each,R.04.03...,CS,Planner 3,TOL
57B1736X01A,"VEE-BALL CSTG  ~  6 CL150-300 V150,V200,V300",979,Each,R.28.01...,CS,Planner 3,TOL
57B1736X17A,"VEE-BALL CSTG ~ 6 CL150-300 V150,V200,V300",3,Each,R.28.03...,CS,Planner 3,TOL
57B3131X66A,"VALVE BODY CASTING ~ NPS 3,CL300,V300B",18,Each,F.15.04...,CS,Planner 3,TOL
57B3137X34A,VALVE BODY CASTING ~ NPS 3 CL150 V150B,248,Each,F.16.04...,CS,Planner 3,TOL
57B3816X23A,"VALVE BODY CASTING ~ NPS 3,CL150,V200B",33,Each,R.08.03...,CS,Planner 3,TOL
57B3818X21A,"VALVE BODY CASTING ~ NPS 3,CL300-600,V200B",7,Each,R.13.04...,CS,Planner 3,TOL
57B7612X40A,"VALVE BODY CASTING ~ NPS 4 CL150,V150B",138,Each,F.17.04...,CS,Planner 3,TOL
57B7616X21A,"VALVE BODY CSTG ~ 4,V200B,CL150",21,Each,R.16.03...,CS,Planner 3,TOL
57B7618X24A,"VALVE BODY CSTG ~ NPS 4,CL300-600,V200B",15,Each,R.14.02...,CS,Planner 3,TOL
57B7620X49A,VALVE BODY CSTG ~ NPS 4 CL300 V300B,37,Each,F.16.03...,CS,Planner 3,TOL
57B8508X43A,"VALVE BODY CASTING ~ NPS 8 CL150,DN200 PN10 V150B",22,Each,R.29.04...,CS,Planner 3,TOL
57B8512X57A,VALVE BODY CASTING ~ NPS 8 CL300 V300B,12,Each,R.29.04...,CS,Planner 3,TOL
