Item Number,Item_Description,Qty,UOM,Locator,Subinventory,Planner,Organization_Code
18A1668X012,"STEM CONNECTOR ASSY ~ 40,1/2 STEM",398,Each,A.03.07...,FG,Planner 3,TOL
18A1668X072,"STEM CONNECTOR ASSY ~ 40,1/2 STEM",2,Each,A.09.02...,FG,Planner 3,TOL
18A1671X012,"STEM CONNECTOR ASSY ~ 45,40& 60,1/2 STEM",225,Each,A.40.04...,FG,Planner 3,TOL
18A1671X102,"STEM CONNECTOR ASSY ~ 45,46,1/2 STEM",1,Each,A.31.04...,FG,Planner 3,TOL
18A1672X012,"STEM CONNECTOR ASSY ~ 50&60,3/4 STEM",56,Each,A.12.05...,FG,Planner 3,TOL
18A1675X012,"STEM CONNECTOR ASSY ~ 70,3/4 STEM",63,Each,A.03.06...,FG,Planner 3,TOL
18A1675X052,"STEM CONNECTOR ASSY ~ 70,3/4 STEM",1,Each,A.32.01...,FG,Planner 3,TOL
18A1678X0A2,STEM CONNECTOR ~ 3/4 STEM BOLT & NUT HALF ONLY,2,Each,A.01.00...,FG,Planner 3,TOL
18A1681X012,"STEM CONNECTOR ASSY  ~  30,3/8 STEM/PL .00015-25",1,Each,A.43.04...,FG,Planner 3,TOL
18A1681X0A2,STEM CONNECTOR ~ 3/8 STEM BOLT&NUT HALF,4,Each,A.03.03...,FG,Planner 3,TOL
18A1685X012,"STEM CONNECTOR ASSY ~ 60,3/4 STEM",23,Each,A.04.06...,FG,Planner 3,TOL
18A1685X042,"STEM CONNECTOR ASSY ~ 60,3/4 STEM",1,Each,A.07.07...,FG,Planner 3,TOL
18A1691X012,"STEM CONNECTOR ASSY  ~  80-130,1 1/4 STEM",4,Each,A.29.02...,FG,Planner 3,TOL
18A1691X0A2,STEM CONNECTOR ~ 1-1/4 STEM BOLT&NUT HALF ONLY,5,Each,A.14.06...,FG,Planner 3,TOL
18A1692X012,"STEM CONNECTOR ASSY  ~  80-130,1 STEM",36,Each,A.10.05...,FG,Planner 3,TOL
18A2303X012,"NUT,TRAVEL STOP ~ SIZE 30-40,STYLE 12",24,Each,A.01.02...,FG,Planner 4,TOL
18A2304X012,"NUT,TRAVEL STOP ~ SIZE 70,87 1 1/4-8ACME-2G",3,Each,A.20.04...,FG,Planner 10,TOL
18A2476X012,"SCREW,ADJUSTING ~ 60",17,Each,A.14.06...,FG,Planner 4,TOL
18A2480X012,"SCREW,ADJUSTING ~ SIZE 40",15,Each,A.25.06...,FG,Planner 4,TOL
18A2574X032,SHAFT RETAINER ~ 8,1,Each,A.35.04...,FG,Planner 4,TOL
18A2620X012,"RING,SPLIT  ~  10 IN 2 HALVES PER SET",1,Each,A.47.03...,FG,Planner 4,TOL
18A2673X012,PLUG TIP  ~  3/4 PORT,2,Each,A.12.05...,FG,Planner 12,TOL
18A3579X012,"KEY ~ SIZE 2,TYPE 1076",1,Each,A.04.04...,FG,Planner 4,TOL
18A4133X012,"PLUG,M-FORM ~ 3/4PORT,1L5000,HFSG&C,DIA A",1,Each,A.28.02...,FG,Planner 12,TOL
18A4222X012,"PLUG,M-FORM ~ 1 PORT,1L7500",6,Each,A.06.05...,FG,Planner 12,TOL
18A6429X022,"WASHER,PLAIN,TYPE B ~ 1 3/4,1.88X3.25X.16",10,Each,A.18.05...,FG,Planner 10,TOL
18A6429X032,"WASHER,PLAIN,TYPE B ~ 1 3/4,1.88X3.25X.16",62,Each,A.15.04...,FG,Planner 4,TOL
18A8227X012,"WASHER,PLAIN,TYPE B ~ 1 1/2,1.56X2.75X.16",54,Each,A.20.01...,FG,Planner 4,TOL
18A8227X022,"WASHER,PLAIN,TYPE B ~ 1 1/2,1.56X2.75X.16",21,Each,A.07.06...,FG,Planner 10,TOL
18A8640X012,"SLEEVE,THRUST ~ 4 IN CL150 9500",2,Each,A.22.02...,FG,Planner 4,TOL
18A8642X022,"SLEEVE,THRUST ~ 6 9500 CL150",1,Each,A.09.06...,FG,Planner 4,TOL
18A8644X012,"SLEEVE,THRUST ~ 8 IN CL150 9500",8,Each,A.12.07...,FG,Planner 4,TOL
18A8646X012,"SLEEVE,THRUST ~ 10 IN CL150 9500",9,Each,A.45.03...,FG,Planner 4,TOL
18A8863X012,"KEY,ANTI-ROTATION ~ SIZE 25&50,TYPE 585",2,Each,A.06.02...,FG,Planner 4,TOL
18B1381X012,DIAPHRAGM ROD ~ TYPE 1051,4,Each,A.27.06...,FG,Planner 10,TOL
18B2209X052,"PLATE,DIAPH SCUFF  ~  657-70",21,Each,A.52.01...,FG,Planner 9,TOL
19A3645X012,BEARING ~ 1 1/2X1 7/8X2 1/32,7,Each,A.36.03...,FG,Planner 4,TOL
19A3677X012,BEARING ~ 1 1/4X1 1/2X1 19/32,13,Each,A.23.04...,FG,Planner 4,TOL
19A3684X012,BEARING STOP ~ 6 & 8,9,Each,A.06.05...,FG,Planner 4,TOL
19A3714X012,"BEARING,SEALED ~ 1X1 1/4X1 7/32",1,Each,A.14.01...,FG,Planner 4,TOL
19A3744X012,BEARING ~ 5/8X7/8X27/32,58,Each,A.22.04...,FG,Planner 4,TOL
19A4239X012,BEARING ~ 1 1/2X1 7/8X1 17/32,24,Each,A.28.04...,FG,Planner 4,TOL
19A5157X012,BEARING ~ 1/2X3/4X13/16,16,Each,A.10.06...,FG,Planner 4,TOL
19A5178X012,BEARING ~ 1/2X3/4X13/16,21,Each,A.11.05...,FG,Planner 4,TOL
19A5181X012,BEARING ~ 5/8X7/8X27/32,45,Each,A.33.03...,FG,Planner 4,TOL
19A5184X012,BEARING ~ 1X1 1/4X1 7/32,37,Each,A.14.03...,FG,Planner 4,TOL
19A5187X012,BEARING ~ 1 1/4X1 1/2X1 19/32,28,Each,A.37.03...,FG,Planner 4,TOL
19A5190X012,BEARING ~ 1 1/2X1 7/8X1 17/32,12,Each,A.28.03...,FG,Planner 4,TOL
19A5193X012,BEARING ~ 1 1/2X1 7/8X2 1/32,3,Each,A.11.01...,FG,Planner 4,TOL
19A5310X313,"STEM,WELD,10B5500.1 ~ 3/8X 7.62,2.38 THD",17,Each,A.36.04...,FG,Planner 12,TOL
19A5980X042,"PLUG,M-FORM ~ 3/4PORT,1L5000",6,Each,A.30.03...,FG,Planner 12,TOL
19A6267X013,"BLOCK,PLUG ~ 3/8 STEM,1.00 OD,2.65, FOR TIP",7,Each,A.36.01...,FG,Planner 12,TOL
19A7050X132,"BLOCK,PLUG ~ 0.75 OD, 2.72, FOR TIP",40,Each,A.38.01...,FG,Planner 12,TOL
19A8572X012,"SLEEVE,RETAINER ~ 1,FULL PORT",2,Each,A.13.03...,FG,Planner 10,TOL
19A8580X012,"SLEEVE,RETAINER ~ 1 1/2,FULL PORT",1,Each,A.39.01...,FG,Planner 10,TOL
19A8584X012,"SLEEVE,RETAINER ~ 1 1/2,60% RSTR PORT",2,Each,A.02.03...,FG,Planner 10,TOL
19A9208X112,"RING,THRUST ~ 1/2X7/8X3/16",9,Each,A.16.02...,FG,Planner 4,TOL
19A9333X012,"SLEEVE/BUSHING ASSY ~ 2,9500,CL150",3,Each,A.10.04...,FG,Planner 4,TOL
19A9337X012,"SLEEVE/BUSHING ASSY ~ 4,9500,CL150",10,Each,A.30.03...,FG,Planner 4,TOL
19A9337X052,"SLEEVE/BUSHING ASSY ~ 4,9500,CL150",2,Each,A.21.05...,FG,Planner 4,TOL
19A9339X122,SLEEVE BUSHING ASSY ~ 6 9500 CL150,2,Each,A.31.04...,FG,Planner 4,TOL
19A9341X012,"SLEEVE/BUSHING ASSY ~ 8,9500,CL150",6,Each,A.46.03...,FG,Planner 4,TOL
19A9343X012,SLEEVE/BUSHING ASSY ~ 10 IN 9500 CL150,1,Each,A.30.01...,FG,Planner 4,TOL
19A9895X012,"BEARING RETAINER ~ 30,34,40",38,Each,A.08.02...,FG,Planner 4,TOL
19A9898X012,"BEARING RETAINER ~ 45,50,60",7,Each,A.38.04...,FG,Planner 4,TOL
19B1484X012,"BEARING,ROD END,FEM ~ 3/8 X 3/8-24UNF",13,Each,A.43.03...,FG,Planner 12,TOL
19B4393X022,"RING,BACK-UP ~ 14 3/4 PORT",1,Each,A.30.05...,FG,Planner 4,TOL
19B9368X012,"SEAT RING,BLANK  ~  2,FLUSHING TRIM",1,Each,A.46.04...,FG,Planner 4,TOL
1A3537X0042,"NUT,HEX,JAM ~ 1/2-20",3,Each,A.20.03...,FG,Planner 12,TOL
1A369235072,"PLUG,PIPE,HEX HD ~ 1/2 NPT",1,Each,A.10.02...,FG,Planner 4,TOL
1A577935032,SHAFT COUPLING ~ 1/2 IN RD,2,Each,A.21.04...,FG,Planner 4,TOL
1A767535072,"PLUG,PIPE,HEX HD ~ 1/4 NPT",2,Each,A.28.01...,FG,Planner 4,TOL
1A953228982,"PIN,GROOVE,TYPE H ~ 1/8X0.38",133,Each,A.05.06...,FG,Planner 3,TOL
1B12106U012,"RETAINER,FLOW RING  ~  4 V150S",1,Each,A.14.03...,FG,Planner 10,TOL
1B12165U012,"SHAFT,FOLLOWER  ~  8&10 V150S",1,Each,A.40.04...,FG,Planner 4,TOL
1B1691X0032,BUSHING ~ 1 IN,1,Each,A.02.01...,FG,Planner 4,TOL
1B1691X0033,BUSHING ~ 1 IN,27,Each,A.38.03...,FG,Planner 4,TOL
1B1692X0072,BUSHING ~ 2 IN,7,Each,A.07.04...,FG,Planner 4,TOL
1B532025033,"FLANGE,RETAINING ~ LESS PAINT",11,Each,A.11.05...,FG,Planner 10,TOL
1B5320X0052,"FLANGE,RETAINING",1,Each,A.15.03...,FG,Planner 10,TOL
1B5320X0112,"FLANGE,RETAINING",5,Each,A.38.02...,FG,Planner 10,TOL
1B599135072,"PIN,GROOVE,TYPE F ~ 3/32X0.56",241,Each,A.05.06...,FG,Planner 12,TOL
1B599235072,"PIN,GROOVE,TYPE F ~ 3/32X0.69",92,Each,A.05.06...,FG,Planner 12,TOL
1B599335072,"PIN,GROOVE,TYPE F ~ 3/32X0.81",565,Each,A.05.06...,FG,Planner 12,TOL
1B5993X00B2,"PIN,GROOVE,TYPE F ~ 3/32X0.81",3,Each,A.05.06...,FG,Planner 12,TOL
1B599435072,"PIN,GROOVE,TYPE F  ~  3/32X0.94",3,Each,A.05.06...,FG,Planner 12,TOL
1B599635072,"PIN,GROOVE,TYPE F ~ 1/8X0.94",41,Each,A.05.06...,FG,Planner 12,TOL
1B599835072,"PIN,GROOVE,TYPE F ~ 1/8 X 1.06",41,Each,A.05.06...,FG,Planner 12,TOL
1B599935072,"PIN,GROOVE,TYPE F ~ 1/8X1.44",1,Each,A.05.06...,FG,Planner 12,TOL
1B600735072,"PIN,GROOVE,TYPE F  ~  3/16X1.62",1,Each,A.05.06...,FG,Planner 12,TOL
1B627035072,"PIN,GROOVE,TYPE F ~ 1/8X0.69",16,Each,A.05.06...,FG,Planner 12,TOL
1C118535132,TRAVEL STOP POST ~ 3/8 HEX X 8 13/16,22,Each,A.12.04...,FG,Planner 4,TOL
1C817923022,"FLANGE,CAGE ~ 249B,4 SCH 80",14,Each,A.17.06...,FG,Planner 10,TOL
1D385224092,BEARING RETAINER ~ SIZE 45-50-60 MO,62,Each,A.05.07...,FG,Planner 4,TOL
1D5423X00B2,"PIN,GROOVE,TYPE F ~ 1/8X0.81",32,Each,A.05.06...,FG,Planner 12,TOL
1D799138992,"PIN,GROOVE,TYPE F ~ 1/16X0.38",14,Each,A.05.06...,FG,Planner 3,TOL
1E792524092,"STOP,TRAVEL ~ SIZE 30 3/4 TVL",39,Each,A.12.01...,FG,Planner 4,TOL
1E7925A0013,"STOP,TRAVEL ~ SIZE 30 3/4 TVL",6,Each,A.37.04...,FG,Planner 4,TOL
1E792724102,"STEM,ACTUATOR ~ 657 SIZE 30",20,Each,A.18.05...,FG,Planner 10,TOL
1E792924102,"SCREW,ADJUSTING ~ SIZE 30",29,Each,A.05.07...,FG,Planner 4,TOL
1E793023062,"YOKE LOCKNUT ~ 3/8 STEM, 2 1/8 YOKE BOSS",576,Each,A.39.06...,FG,Planner 10,TOL
1E797924092,"STOP,TRAVEL ~ SIZE 30 5/8 TVL",10,Each,A.06.04...,FG,Planner 4,TOL
1E806424092,"STOP,TRAVEL ~ SIZE 45-50-60 1 1/2 TVL",14,Each,A.10.01...,FG,Planner 4,TOL
1E806624092,"STOP,TRAVEL ~ SIZE 34 & 40 3/4 TVL",22,Each,A.07.03...,FG,Planner 4,TOL
1E806724092,"STOP,TRAVEL ~ SIZE 34 & 40 1 1/8 TVL",25,Each,A.32.02...,FG,Planner 4,TOL
1E806824092,"STOP,TRAVEL ~ SIZE 34 & 40 1 1/2 TVL",32,Each,A.21.01...,FG,Planner 4,TOL
1E807124102,"STEM,ACTUATOR ~ 657 SIZE 40",134,Each,A.37.05...,FG,Planner 10,TOL
1E807324102,"SCREW,ADJUSTING ~ SIZE 34 & 40",96,Each,A.04.07...,FG,Planner 4,TOL
1E8074A0012,"YOKE LOCKNUT ~ 1/2 STEM, 2 13/16 YOKE BOSS",6,Each,A.31.05...,FG,Planner 10,TOL
1E831824092,"STOP,TRAVEL ~ SIZE 45-50-60 3/4 TVL",23,Each,A.21.02...,FG,Planner 4,TOL
1E831924092,"STOP,TRAVEL ~ SIZE 45-50-60 1 1/8 TVL",21,Each,A.06.04...,FG,Planner 4,TOL
1E832124092,"STOP,TRAVEL ~ SIZE 45-50-60 2 TVL",25,Each,A.14.01...,FG,Planner 4,TOL
1E832424102,"STEM,ACTUATOR ~ 657 SIZE 50",13,Each,A.35.06...,FG,Planner 10,TOL
1E832624102,"SCREW,ADJUSTING ~ SIZE 45-50-60",6,Each,A.26.06...,FG,Planner 4,TOL
1E832723062,"YOKE LOCKNUT ~ 3/4 STEM, 3 9/16 YOKE BOSS",251,Each,A.40.05...,FG,Planner 10,TOL
1E8327X0032,"YOKE LOCKNUT ~ 3/4 STEM,3 9/16 YOKE BOSS",3,Each,A.21.04...,FG,Planner 10,TOL
1E872924102,"STEM,ACTUATOR ~ 657 SIZE 34",25,Each,A.35.05...,FG,Planner 10,TOL
1E943940032,PACKING FOLLOWER ~ 3/8 STEM,2,Each,A.15.05...,FG,Planner 4,TOL
1E944823072,"FLANGE,PACKING ~ 3/4 STEM",7,Each,A.09.06...,FG,Planner 10,TOL
1F116519042,"PLATE,MTG,HANDJACK ~ SIZE 30-34-40",18,Each,A.10.05...,FG,Planner 10,TOL
1F116519043,"PLATE,MTG,HANDJACK ~ SIZE 30-34-40 UNPAINTED",11,Each,A.19.04...,FG,Planner 10,TOL
1F118824092,EXTENSION ROD CONN ~ SIZE 30,2,Each,A.18.05...,FG,Planner 4,TOL
1F119319042,"PLATE,MTG,HANDJACK ~ SIZE 45-50-60 & P-2",2,Each,A.33.04...,FG,Planner 10,TOL
1F119319043,"PLATE,MTG,HANDJACK ~ SIZE 45-50-60 & P-2,UNPAINTED",5,Each,A.26.06...,FG,Planner 10,TOL
1F119424092,EXTENSION ROD CONN ~ SIZE 45-50-60 TOP MTD HANDJACK,18,Each,A.22.04...,FG,Planner 4,TOL
1F131740012,SPACER ~ .625X.990-.975X2.188W/5/16HOLE,1,Each,A.01.02...,FG,Planner 4,TOL
1F135924092,EXTENSION ROD CONN ~ SIZE 40,19,Each,A.17.04...,FG,Planner 4,TOL
1F136824102,"SCREW,ADJUSTING ~ SIZE 34 & 40 MO",21,Each,A.11.03...,FG,Planner 4,TOL
1F156235232,HANDJACK LEVER PIN ~ SIZE 45-50-60 MO,8,Each,A.32.03...,FG,Planner 4,TOL
1F156535132,POINTER BOLT ~ SIZE 45-50-60 MO,2,Each,A.21.01...,FG,Planner 4,TOL
1F325824102,"STEM,ACTUATOR ~ 657 SIZE 40,SIDE MTD MO",17,Each,A.04.04...,FG,Planner 10,TOL
1F380335072,"FLANGE,PACKING ~ 1/2 STEM",19,Each,A.20.04...,FG,Planner 4,TOL
1F380435072,"FLANGE,PACKING ~ 3/4 STEM",7,Each,A.07.02...,FG,Planner 4,TOL
1F393224092,"STOP,TRAVEL ~ SIZE 34 & 40 1 3/8 TVL",6,Each,A.32.04...,FG,Planner 4,TOL
1F548614052,"SCREW,HANDJACK ~ SIZE 45-50-60 MO DIRECT ACTING",4,Each,A.30.03...,FG,Planner 4,TOL
1F581424102,DIAPHRAGM ROD ~ SIZE A - 60 1/2 IN STEM,17,Each,A.28.06...,FG,Planner 10,TOL
1F581524102,DIAPHRAGM ROD ~ SIZE A - 60 3/8 IN STEM,31,Each,A.38.05...,FG,Planner 10,TOL
1F639424102,"ROD,PISTON ~ 1/2 IN STEM",10,Each,A.38.03...,FG,Planner 10,TOL
1F639818112,CYLINDER ~ SIZE 1/2-6 IN,1,Each,A.18.01...,FG,Planner 4,TOL
1F652624102,"ROD,PISTON ~ 3/8 IN STEM",1,Each,A.09.02...,FG,Planner 10,TOL
1F657535132,HANDJACK GUIDE BOLT ~ SIZE 34 & 40 MO,94,Each,A.18.04...,FG,Planner 4,TOL
1F657924092,"BUSHING,HANDJACK ~ SIZE 34 & 40 MO",8,Each,A.23.04...,FG,Planner 4,TOL
1F658014012,BEARING RETAINER ~ SIZE 34 & 40 MO,26,Each,A.21.02...,FG,Planner 4,TOL
1F6584000A2,HANDJACK SCREW ASSY ~ SIZE 34 & 40 MO DIRECT ACTING,7,Each,A.12.06...,FG,Planner 4,TOL
1F658614052,"SCREW,HANDJACK ~ SIZE 34 & 40 MO DIRECT ACTING",20,Each,A.38.03...,FG,Planner 4,TOL
1F658835132,BEARING ADAPTOR ~ SIZE 34 & 40 MO DIRECT ACTING,2,Each,A.41.02...,FG,Planner 4,TOL
1F659125142,STEM CONNECTOR ~ SIZE 40 MO 1/2 IN STEM,39,Each,A.12.07...,FG,Planner 3,TOL
1F6591X0032,STEM CONNECTOR ASSY ~ SIZE 40 MO 1/2 IN STEM,25,Each,A.10.02...,FG,Planner 3,TOL
1F659225142,STEM CONNECTOR ~ SIZE 34 MO 3/8 IN STEM,1,Each,A.15.04...,FG,Planner 3,TOL
1F709224092,"STOP,TRAVEL ~ SIZE A - 60 7/16 TVL",1,Each,A.02.02...,FG,Planner 4,TOL
1F724419012,"DIAPH CASING,UPPER ~ SIZE 3A & 4A",2,Each,A.30.04...,FG,Planner 10,TOL
1F724919042,DIAPHRAGM HEAD ~ SIZE 3A & 4A 7/16 TVL,1,Each,A.10.05...,FG,Planner 10,TOL
1F725619042,DIAPHRAGM HEAD ~ SIZE 3B & 4B,3,Each,A.10.03...,FG,Planner 10,TOL
1F725819042,DIAPHRAGM HEAD ~ SIZE 3B & 4B 7/16 TVL,3,Each,A.14.06...,FG,Planner 10,TOL
1F839614012,TRAVEL STOP CAP ~ SIZE 45-50-60 ADJ TVL STOP,10,Each,A.13.04...,FG,Planner 4,TOL
1F842824092,"STOP,TRAVEL ~ 3/4 TVL",166,Each,A.07.03...,FG,Planner 4,TOL
1F847524092,"STOP,TRAVEL ~ 7/16 TVL,CT PER FFS 1A1",12,Each,A.08.02...,FG,Planner 4,TOL
1F879114052,"SCREW,LH ~ 3/4-8ACME & 1/2-13X6 7/16",7,Each,A.31.04...,FG,Planner 4,TOL
1F8795000A2,"SCREW ASSY,LH ~ 3/4-8ACME & 1/2-13X6 7/16",6,Each,A.18.01...,FG,Planner 4,TOL
1F879724092,"BEARING SEAT ~ 2-8 IN,FFS 1C1",7,Each,A.26.06...,FG,Planner 4,TOL
1F999424102,"STEM,ACTUATOR",8,Each,A.19.04...,FG,Planner 10,TOL
1H111114012,TRAVEL STOP CAP ~ SIZE 45-50-60 ADJ TVL STOP,30,Each,A.13.03...,FG,Planner 4,TOL
1H330735032,TRAVEL STOP STEM ~ SIZE 30 ADJUSTABLE TVL STOP,2,Each,A.19.02...,FG,Planner 10,TOL
1H375822013,"DIAPH CASING,UPPER ~ SIZE 3A & 4A LESS PAINT",6,Each,A.30.03...,FG,Planner 10,TOL
1H591724092,"STOP,TRAVEL ~ SIZE A-B & 20-60 5/8 TVL",49,Each,A.10.04...,FG,Planner 4,TOL
1H733324393,"SCREW,ADJUSTING ~ 80 SIDE MTG HANDJACK~LESS PAINT",1,Each,A.31.03...,FG,Planner 10,TOL
1H735024392,"RETAINER,BEARNG&GEAR ~ SIZE 80 SIDE MOUNTED HANDJACK",2,Each,A.31.06...,FG,Planner 10,TOL
1H736024092,"WORM RETAINER,FRONT ~ SIZE 80 SIDE MOUNTED HANDJACK",75,Each,A.19.06...,FG,Planner 4,TOL
1H736124092,BACK WORM RETAINER ~ SIZE 80 SIDE MOUNTED HANDJACK,61,Each,A.15.05...,FG,Planner 4,TOL
1H745024102,"STEM,ACTUATOR ~ 657 SIZE 80",1,Each,A.46.05...,FG,Planner 10,TOL
1H863307062,PISTON ~ SIZE 30,9,Each,A.08.06...,FG,Planner 10,TOL
1H865114042,"BUSHING,SEAL ~ 30-130",42,Each,A.05.05...,FG,Planner 4,TOL
1H872024102,PISTON NUT ~ SIZE 80-100,15,Each,A.35.03...,FG,Planner 4,TOL
1H946314042,"BUSHING,SEAL ~ 80-100",5,Each,A.06.07...,FG,Planner 10,TOL
1H982335072,PACKING FOLLOWER ~ 1 IN STEM,68,Each,A.09.06...,FG,Planner 4,TOL
1H998435072,PACKING FOLLOWER ~ 1 1/4 STEM,17,Each,A.19.06...,FG,Planner 4,TOL
1J332924102,"STEM,ACTUATOR ~ 657 SIZE 45",45,Each,A.41.05...,FG,Planner 10,TOL
1J365935132,"NUT,LH ~ 2 - 4 IN DIRECT ACTING",11,Each,A.06.03...,FG,Planner 4,TOL
1J395014012,O-RING RETAINER,11,Each,A.18.02...,FG,Planner 4,TOL
1J460924092,WASHER,30,Each,A.13.03...,FG,Planner 4,TOL
1J461535132,POINTER,1,Each,A.02.03...,FG,Planner 4,TOL
1J464046172,"PIN,LOCK",30,Each,A.10.04...,FG,Planner 4,TOL
1J616124092,"BOSS,CONNECTION ~ 3/4-14 NPT",2,Each,A.13.01...,FG,Planner 4,TOL
1J845626012,"STOP,TRAVEL ~ 3/4 IN",1,Each,A.14.04...,FG,Planner 4,TOL
1J873135072,PACKING BOX RING ~ 3/8 STEM X 7/8,22,Each,A.11.04...,FG,Planner 4,TOL
1J873246222,PACKING BOX RING ~ 1/2 STEM X 1,3,Each,A.16.03...,FG,Planner 4,TOL
1J8732F0252,PACKING BOX RING ~ 1/2 STEM,1,Each,A.17.01...,FG,Planner 4,TOL
1J8732F0292,PACKING BOX RING ~ 1/2 STEM X 1,1,Each,A.32.01...,FG,Planner 4,TOL
1J8733F0332,PACKING BOX RING ~ 3/4 STEM X 1 3/8,3,Each,A.19.02...,FG,Planner 4,TOL
1J873435072,PACKING BOX RING ~ 1 STEM X 1 3/4,16,Each,A.06.06...,FG,Planner 4,TOL
1J873535072,PACKING BOX RING ~ 1 1/4 STEM X 2,57,Each,A.20.05...,FG,Planner 4,TOL
1J992414012,"SCREW,ADJUSTING ~ SIZE 30",5,Each,A.08.04...,FG,Planner 4,TOL
1K161724492,"SEAT,LOWER SPRING ~ SIZE 46 & 60",6,Each,A.12.02...,FG,Planner 4,TOL
1K539435072,DRIVER BEARING BOLT,9,Each,A.06.04...,FG,Planner 4,TOL
1K556635012,BUSHING ~ 1 1/8 ID X 1 3/8 OD X 1/2 IN,4,Each,A.20.03...,FG,Planner 4,TOL
1K585635162,"STEM,PLUG ~ VSC1L3750,3/8X 8.50,2.38THD",1,Each,A.01.03...,FG,Planner 12,TOL
1K586935162,"STEM,PLUG ~ VSC1L5000,1/2X12.25,3.38THD",213,Each,A.42.05...,FG,Planner 12,TOL
1K5869X0102,"STEM,PLUG ~ VSC1L5000,1/2X12.25,3.38THD",16,Each,A.41.05...,FG,Planner 12,TOL
1K723519013,"TRAVEL STOP BODY,ADJ ~ 34&40 1/4-18 NPT LESS PAINT",4,Each,A.32.03...,FG,Planner 10,TOL
1K767424092,SPACER  ~  .344X.875X2.125,30,Each,A.47.03...,FG,Planner 4,TOL
1L121822012,"FLANGE,BONNET ~ 1,CL1500,DESIGN DBQ",1,Each,A.09.05...,FG,Planner 10,TOL
1L341023022,END PIECE ~ 259B 2 NPT,5,Each,A.21.03...,FG,Planner 10,TOL
1L450114012,"SCREW,ADJUSTING ~ SIZE 40",9,Each,A.35.04...,FG,Planner 4,TOL
1L450224102,"STEM,ACTUATOR ~ SIZE 40",12,Each,A.13.06...,FG,Planner 10,TOL
1L652523022,"FLANGE,SIDE,249B ~ 2-150 RF",5,Each,A.41.04...,FG,Planner 10,TOL
1L652623022,"FLANGE,SIDE,249B ~ 2-300 RF",10,Each,A.32.05...,FG,Planner 10,TOL
1L652923022,"FLANGE,SIDE,249B ~ 1 1/2-300 RF",6,Each,A.05.07...,FG,Planner 10,TOL
1L702523022,"CONNECTION,SIDE ~ 2 SWE",10,Each,A.01.04...,FG,Planner 10,TOL
1L919414012,"SCREW,ADJUSTING ~ SIZE 60",5,Each,A.19.04...,FG,Planner 4,TOL
1L996435162,"STEM,PLUG ~ VSC1L7500,3/4X15.75,4.25THD",46,Each,A.31.06...,FG,Planner 12,TOL
1M1478X0012,WELD MATL POWDER ~ CPP ULTIMET OVERLAY,40.6,Pound,A.01.05...,FG,Planner 9,TOL
1M1479X0022,WELD MATL BARE ~ 0.125 (1/8) DIA. BARE ACTUAL,9.86,Pound,A.01.06...,FG,Planner 9,TOL
1M2929X0012,"WELD MATL,BARE ~ .125(1/8)ST.LG.METAL 1294 ACTL",150.3175,Pound,A.01.06...,FG,Planner 9,TOL
1M2929X0032,"WELD MATL,BARE ~ .188(3/16)STRAIGHT LENGTH ACTL",64.2738,Pound,A.01.06...,FG,Planner 9,TOL
1M2943X0012,WELD MAT'L POWDER ~ NICR-A POWDER,8.816,Pound,A.01.06...,FG,Planner 9,TOL
1M4997X0062,"WELD MATL,BARE ~ .125(1/8)STRAIGHT LENGTH ACTL",20.35,Pound,A.01.06...,FG,Planner 9,TOL
1M5377X0012,"WELD MATL,BARE WIRE ~ .035 DIA.,SPOOL ACTL",94.62,Pound,A.01.05...,FG,Planner 9,TOL
1M5377X0032,"WELD MATL,BARE  ~  .125(1/8)STRAIGHT LENGTH ACTL",22,Pound,A.01.06...,FG,Planner 3,TOL
1M5480X0042,"WELD MATL,BARE ROD ~ .125(1/8)STRAIGHT LENGTH ACTL",19.76,Pound,A.01.06...,FG,Planner 3,TOL
1M5909X0022,"WELD MATL,BARE ROD ~ .063(1/16)STRAIGHT LENGTH ACTL",28.8754,Pound,A.01.06...,FG,Planner 3,TOL
1M5909X0032,"WELD MATL,BARE ROD ~ .125(1/8)STRAIGHT LENGTH ACTL",7.0353,Pound,A.01.06...,FG,Planner 9,TOL
1M5910X0022,"WELD MATL,COVERED ~ .156(5/32) DIA. ACTL",12.037,Pound,A.01.05...,FG,Planner 9,TOL
1M6018X0012,"WELD MATL,POWDER ~ #6 ALLOY,100/325 MESH",253.28833,Pound,A.01.05...,FG,Planner 9,TOL
1M8000X0012,"WELD MAT'L, POWDER ~ 100/325 MESH, ACTUAL",22,Pound,A.01.06...,FG,Planner 9,TOL
1N129424102,"STEM,ACTUATOR ~ 657 SIZE 70,2 TVL & LESS",16,Each,A.46.05...,FG,Planner 10,TOL
1N129619052,"SEAT,LOWER SPRING",254,Each,A.42.04...,FG,Planner 4,TOL
1N129724102,"SCREW,ADJUSTING ~ SIZE 70",3,Each,A.03.07...,FG,Planner 4,TOL
1N131524092,"DIAPH HEAD,LOWER ~ SIZE 70",26,Each,A.08.05...,FG,Planner 4,TOL
1N1316X0052,"BUSHING,SEAL  ~  70",12,Each,A.35.03...,FG,Planner 4,TOL
1N132524102,"STEM,ACTUATOR ~ 657 SIZE 70,OVER 2 TVL",5,Each,A.47.06...,FG,Planner 10,TOL
1N395819013,HEAD 249  ~  S1-S2 1 1/2 NPT LESS PAINT,1,Each,A.45.05...,FG,Planner 10,TOL
